time_mean,dimension_mean,IP_destination,IP_source,flags1,flags2,flags3,flags4,flags5,flags6,flags7,flags8,method1,method2,method3,method4,method5,method6,method7,method8,class
18,4753,1,1,0,500,250,0,500,0,500,250,750,250,500,0,500,750,500,750,0
15,5353,0,0,250,500,250,0,0,250,250,500,0,0,0,500,500,750,250,250,0
22,5917,1,0,750,0,500,250,750,250,750,0,750,250,0,500,750,0,250,0,0
21,4777,0,1,250,250,500,0,500,250,0,500,750,500,250,750,0,0,500,750,0
24,6496,0,0,0,0,250,0,250,500,500,500,0,0,250,0,500,500,250,0,0
24,5776,0,1,500,500,0,0,250,500,500,750,500,500,250,250,750,250,750,250,0
2,2885,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
12,4551,0,1,500,500,500,500,250,0,0,0,250,250,250,0,500,250,0,750,0
13,5678,0,0,500,500,250,0,250,0,750,250,250,500,0,0,0,500,500,750,0
12,5795,0,0,0,250,0,500,500,500,500,250,500,0,250,250,500,500,0,0,0
24,5661,0,1,0,500,0,0,0,750,250,750,250,250,750,500,0,500,0,500,0
15,5423,0,0,250,0,750,0,500,500,250,0,0,750,500,500,0,500,500,250,0
16,5568,1,1,0,500,0,0,750,500,0,0,0,750,750,500,0,0,500,0,0
18,4881,0,0,0,250,0,0,0,500,500,750,750,0,250,250,0,0,500,500,0
22,4503,0,0,0,750,500,250,0,250,250,250,750,0,500,500,250,750,0,750,0
20,5820,0,0,0,0,250,0,250,500,500,500,500,500,750,250,500,750,250,250,0
12,5885,1,1,0,750,750,250,250,250,0,0,0,500,750,250,750,250,0,500,0
23,5207,0,1,500,0,500,0,500,750,750,0,750,750,750,0,250,500,500,500,0
25,6460,0,1,0,250,250,750,0,0,250,0,500,750,500,750,250,500,500,750,0
20,4732,0,0,500,0,500,250,500,250,250,500,500,250,500,750,250,500,750,750,0
22,4955,1,1,500,750,250,0,250,250,500,250,500,500,0,500,250,0,750,500,0
19,5791,0,0,250,250,500,0,750,500,750,250,500,0,500,750,500,750,750,250,0
25,6319,1,0,0,500,0,500,0,250,250,500,0,500,500,250,250,750,500,750,0
24,5829,1,0,750,0,500,500,250,250,500,750,0,500,0,250,750,250,0,250,0
18,4761,0,1,250,250,0,250,500,0,500,500,750,250,0,500,750,250,500,250,0
25,6427,1,0,500,0,500,250,500,750,250,500,250,0,0,500,250,750,750,750,0
20,5285,0,1,500,250,250,500,500,250,0,500,500,250,500,250,500,750,0,250,0
20,5015,0,0,250,0,500,500,0,500,500,500,0,0,0,750,500,0,750,0,0
20,4810,0,1,250,750,0,500,250,250,500,0,500,250,0,750,0,250,750,500,0
15,4822,0,1,500,250,250,0,0,750,250,500,250,750,0,0,250,0,750,0,0
15,5243,1,0,0,500,250,500,250,250,500,0,250,750,750,750,250,250,750,0,0
16,6360,0,0,0,500,500,500,500,250,500,500,250,500,750,500,250,500,750,250,0
19,5708,1,0,250,500,250,750,250,0,0,0,500,500,0,750,250,500,0,0,0
20,5176,0,0,250,250,500,0,0,250,0,500,250,500,250,750,250,500,0,500,0
22,5588,0,0,500,500,500,750,500,0,250,500,0,500,750,0,750,0,500,250,0
12,6298,0,0,0,500,250,0,250,500,750,500,500,0,0,750,500,750,0,750,0
1,3167,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
21,4676,1,0,500,0,250,750,500,250,250,500,0,250,0,750,250,0,0,0,0
18,6281,0,1,750,500,500,0,250,250,500,750,750,250,0,250,500,0,250,250,0
25,6473,1,1,0,0,250,500,500,0,250,500,500,250,750,0,750,0,500,500,0
20,5797,1,1,0,0,0,0,500,500,500,0,250,750,0,750,250,500,750,250,0
12,6321,0,1,250,0,250,0,750,250,500,750,750,750,0,500,0,250,0,500,0
21,4761,0,0,250,0,0,750,0,250,250,750,250,250,500,250,250,0,250,0,0
13,4987,0,0,500,250,0,0,500,500,500,0,250,500,250,0,0,0,500,750,0
16,5434,1,1,500,250,0,0,500,0,250,250,500,250,250,0,750,0,750,750,0
25,6209,0,1,500,250,250,500,0,500,250,500,750,500,500,0,750,250,750,250,0
13,5760,1,0,500,250,250,500,0,0,0,500,500,750,500,500,250,250,500,750,0
13,4521,0,1,500,250,500,0,500,750,0,250,500,750,0,0,250,0,750,250,0
14,6293,1,1,750,250,750,500,500,0,250,250,750,0,0,500,500,250,500,500,0
17,5165,0,0,500,250,500,500,500,250,250,250,250,0,500,750,250,0,750,0,0
17,5467,0,0,0,250,250,500,500,250,0,0,750,750,250,0,750,250,0,250,0
25,4943,0,0,0,500,250,0,500,0,500,0,500,500,750,0,500,750,750,0,0
24,5915,1,0,750,750,0,0,0,750,0,0,0,0,250,0,750,0,0,500,0
12,5975,0,0,0,500,250,250,0,250,250,500,750,500,750,500,0,250,750,750,0
23,5387,0,0,500,750,500,0,0,0,250,250,250,500,750,500,250,500,0,750,0
24,6416,1,1,0,500,250,500,0,750,500,250,500,0,500,0,0,0,250,750,0
21,5256,0,0,250,250,250,250,500,500,500,0,250,0,250,750,250,0,750,500,0
22,5606,0,0,0,500,0,500,0,750,500,500,750,750,0,500,250,750,500,500,0
17,6498,0,0,0,500,500,500,750,500,500,750,250,0,500,250,0,750,750,0,0
13,6349,0,0,500,500,500,250,0,500,0,250,500,0,0,0,500,750,750,500,0
15,4511,0,0,750,250,250,500,250,750,500,0,0,250,750,750,500,500,0,250,0
22,4687,0,0,250,250,250,500,0,250,500,250,500,250,500,750,0,0,0,0,0
18,5922,1,0,250,0,0,0,750,0,250,250,500,0,250,250,750,250,0,250,0
24,5008,0,1,750,0,0,250,0,250,500,500,750,250,500,0,250,250,500,0,0
13,4776,0,0,500,250,500,0,500,0,500,250,250,750,500,250,500,0,250,250,0
12,5947,1,0,500,500,750,0,500,0,250,0,500,0,750,250,500,500,0,250,0
10,2997,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
23,5286,1,1,0,250,250,500,250,250,500,500,750,750,750,0,750,750,750,250,0
13,6173,0,0,500,0,500,250,500,0,0,500,500,750,500,500,500,0,0,250,0
24,5137,0,0,250,250,750,500,0,750,500,0,0,0,500,0,0,0,500,750,0
23,5632,0,1,0,750,750,0,0,250,500,500,750,0,500,250,750,750,0,500,0
13,6296,1,1,250,0,500,0,0,0,0,500,250,500,250,500,250,250,750,500,0
12,6135,0,0,500,500,500,0,250,0,0,0,0,500,750,0,0,250,250,0,0
21,5094,0,1,250,0,500,250,250,0,750,0,750,0,750,500,0,500,500,250,0
12,6022,0,0,500,0,500,0,0,250,0,500,0,250,750,0,750,750,0,0,0
25,5240,1,1,0,0,250,500,500,250,500,500,0,750,500,750,500,250,500,750,0
25,5394,0,0,500,250,250,500,250,250,750,0,0,750,500,500,500,250,0,0,0
17,5790,0,1,0,250,250,250,250,500,500,0,250,0,0,250,500,500,250,250,0
19,5141,1,1,750,250,0,250,250,250,500,0,750,500,250,500,0,250,750,500,0
18,5583,1,1,500,0,250,500,500,500,500,500,0,250,250,250,0,500,750,0,0
25,4583,0,0,500,750,0,500,750,0,500,0,750,0,250,0,750,0,0,750,0
19,6419,0,0,750,750,0,250,0,250,250,500,250,0,250,500,250,500,250,500,0
22,5780,0,0,0,0,250,250,250,500,250,0,750,750,0,750,250,0,750,500,0
20,5065,0,0,0,500,250,500,500,0,250,500,250,500,500,0,0,250,250,250,0
20,5387,0,0,250,500,0,0,500,250,750,0,0,0,500,0,750,0,250,500,0
17,6028,0,1,0,0,0,500,500,0,500,750,0,500,500,750,250,0,500,500,0
4,7927,1,1,250,500,500,500,500,500,500,500,750,750,750,750,750,750,750,750,0
18,4535,1,1,250,250,500,250,500,0,250,750,500,0,250,0,250,750,250,0,0
19,5345,1,0,750,750,250,0,750,0,500,0,250,500,250,750,250,250,750,500,0
12,5937,0,1,500,500,500,250,750,500,750,0,250,750,0,500,250,250,250,500,0
12,5422,0,1,750,750,0,500,0,750,250,750,750,750,500,750,0,0,0,500,0
21,5618,1,0,250,0,500,0,500,500,250,0,0,750,750,500,0,250,0,0,0
14,5970,0,1,500,500,0,250,500,0,250,0,250,500,250,500,500,0,0,250,0
16,5698,0,1,250,500,0,500,250,0,750,0,0,250,500,250,750,0,500,0,0
19,5037,0,1,0,250,500,0,250,500,250,500,750,250,500,750,0,750,500,500,0
20,5169,0,0,750,0,250,750,250,500,500,250,0,500,0,0,250,250,250,250,0
4,1658,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
22,5248,1,1,250,250,750,250,250,750,250,250,750,500,750,750,500,250,0,750,0
20,5244,0,1,0,500,0,0,500,250,500,0,250,250,0,750,500,750,250,250,0
20,5383,1,1,0,0,250,500,500,0,500,500,750,500,0,500,0,250,250,250,0
23,6199,0,1,500,500,250,0,500,0,250,500,0,250,500,500,500,750,750,250,0
25,5082,0,0,250,500,0,250,500,500,250,250,500,250,500,750,750,0,500,0,0
22,4816,0,0,500,0,750,250,500,500,500,250,500,750,750,250,250,0,0,750,0
23,5741,1,0,500,750,250,0,0,0,500,500,500,500,0,500,250,250,500,750,0
18,5053,1,1,250,500,750,500,0,500,500,500,0,500,0,250,750,250,250,500,0
12,5615,0,0,500,250,0,250,0,750,0,500,0,0,500,750,750,0,0,250,0
19,5298,0,1,500,250,0,250,0,0,500,0,250,250,0,500,500,250,250,0,0
23,5264,0,0,250,250,0,500,250,250,500,750,750,750,250,250,750,0,250,0,0
18,6053,1,0,500,500,500,500,750,0,500,250,250,250,250,250,0,0,500,250,0
21,6391,0,0,500,0,250,250,250,500,750,500,500,500,250,750,500,500,500,250,0
16,4523,0,0,250,0,500,250,750,750,750,250,750,0,500,250,750,0,0,500,0
16,5495,0,0,750,500,500,500,0,0,500,250,750,750,500,750,250,500,0,750,0
12,6417,0,0,500,0,250,500,500,500,500,250,500,250,500,250,500,500,250,500,0
16,5743,1,0,250,500,250,0,750,750,500,500,750,750,0,250,0,0,0,500,0
13,6356,0,0,0,0,250,250,250,250,500,500,0,750,250,500,750,500,500,750,0
25,4971,0,0,500,250,250,500,250,250,250,0,0,250,750,750,0,250,500,0,0
21,5370,1,0,500,250,250,0,250,500,250,250,250,0,500,500,750,750,500,750,0
20,5837,1,0,500,500,500,750,0,0,500,750,500,750,750,750,500,750,500,500,0
14,6152,0,0,750,500,250,0,250,500,250,500,750,500,750,250,250,0,750,250,0
22,4648,1,1,500,500,0,500,250,0,750,250,750,500,750,750,250,500,0,500,0
21,4984,0,1,0,0,0,250,250,0,250,250,500,0,250,0,0,250,0,0,0
23,5887,0,0,500,250,250,500,250,0,500,250,500,0,250,500,750,750,750,0,0
24,5845,1,1,0,0,250,500,500,0,750,250,0,250,750,500,750,750,0,500,0
15,6219,1,0,750,250,500,500,0,500,0,250,250,250,0,500,250,250,250,0,0
22,4608,0,0,750,250,0,500,500,750,0,0,250,500,750,750,750,500,0,0,0
23,4886,0,0,250,0,250,250,250,750,500,0,750,250,0,750,0,500,500,750,0
7,3330,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
25,4833,0,0,0,250,750,250,500,750,500,0,0,750,0,750,250,750,250,500,0
14,5830,1,1,250,250,0,0,0,0,250,500,0,750,500,250,0,500,250,0,0
23,5924,0,0,250,500,500,250,250,0,250,750,250,750,750,0,750,250,250,0,0
23,5666,0,0,250,500,250,0,750,0,250,0,750,0,500,250,750,750,750,250,0
12,6129,0,1,0,0,0,500,250,500,0,250,0,750,750,250,750,500,500,250,0
20,6433,0,0,0,750,0,500,0,500,250,500,500,750,750,0,250,250,0,500,0
18,4957,0,0,500,0,250,0,250,750,500,250,0,500,750,250,0,500,500,500,0
18,5318,0,0,250,500,0,0,500,250,500,250,250,750,750,250,750,0,750,0,0
25,6500,0,1,0,250,0,750,0,500,250,500,500,750,750,750,500,500,0,250,0
8,6004,1,1,500,500,250,250,500,500,250,500,500,750,750,750,500,500,500,500,0
12,4879,0,1,500,250,250,0,0,500,0,0,500,500,0,750,750,0,750,500,0
14,5968,0,0,500,0,0,250,500,500,500,750,750,750,250,0,500,750,250,750,0
12,4512,1,1,0,500,0,250,250,250,250,250,250,250,0,250,750,500,250,500,0
22,4872,0,0,250,750,0,0,250,250,500,0,750,250,0,250,250,750,750,250,0
23,5050,0,0,500,0,0,0,250,0,500,500,750,250,750,250,500,0,250,0,0
15,5267,0,0,500,0,500,250,0,500,250,0,500,0,750,250,500,500,250,750,0
13,5011,0,0,500,250,0,750,0,750,0,500,500,250,0,750,750,250,250,0,0
15,5806,1,0,0,0,500,500,250,500,0,250,250,250,0,500,0,250,250,250,0
14,4617,0,1,500,500,0,500,500,750,250,0,750,500,250,0,250,250,0,750,0
16,6490,0,0,250,750,750,0,0,0,0,250,250,0,0,250,750,0,750,0,0
20,4995,1,0,250,750,750,250,500,250,500,250,0,0,0,500,500,500,500,0,0
18,4501,0,0,250,500,250,500,500,0,500,0,750,750,0,250,500,0,750,250,0
25,5521,1,0,500,0,250,0,250,750,500,500,0,0,750,500,500,0,250,250,0
14,5688,0,0,500,500,500,750,250,250,500,250,750,250,0,250,750,500,500,500,0
21,4848,1,0,250,0,0,500,500,250,750,750,500,250,750,250,0,250,250,250,0
22,5081,0,0,250,0,250,500,250,750,0,0,0,250,500,0,0,500,500,250,0
15,5641,0,0,250,0,500,750,250,0,750,250,500,750,0,250,500,0,500,250,0
24,5266,1,1,0,250,500,500,250,500,250,500,750,250,250,500,500,750,500,750,0
18,5579,1,0,500,0,500,500,500,0,250,0,250,750,0,0,500,500,500,500,0
7,2286,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
18,4854,0,0,250,500,500,750,250,0,0,500,750,750,250,250,500,750,500,250,0
16,4969,0,0,0,500,500,250,250,250,0,250,500,250,500,750,500,0,0,0,0
18,6456,1,0,0,0,0,0,500,500,250,250,0,750,750,500,750,250,500,250,0
17,6165,0,1,250,0,500,500,0,0,750,0,250,250,250,0,500,500,250,250,0
13,4530,0,1,500,500,0,500,0,500,500,0,0,750,500,250,750,250,750,750,0
17,4680,0,0,0,250,250,750,250,0,250,0,250,250,0,250,0,0,0,750,0
19,5458,0,1,0,0,250,0,0,500,500,500,0,500,250,750,250,250,0,250,0
12,5482,0,0,0,0,750,750,0,500,0,0,250,750,0,500,500,500,500,250,0
12,6399,0,1,500,500,750,250,500,0,500,750,0,0,250,0,250,0,750,0,0
12,5666,0,0,0,0,250,250,0,0,500,0,500,0,500,750,250,250,750,0,0
22,5390,1,1,0,0,0,0,750,0,0,0,750,750,0,250,250,0,250,750,0
24,5781,1,0,250,250,500,250,250,500,500,250,250,250,750,750,0,500,750,0,0
25,6014,0,1,500,0,250,250,500,500,0,250,750,0,750,250,750,500,500,0,0
16,6447,1,0,250,500,250,250,250,0,250,0,750,750,0,250,250,0,500,0,0
19,6011,0,0,250,500,500,0,0,750,0,250,0,750,500,750,500,250,250,0,0
18,5669,1,0,250,0,250,750,500,500,500,250,750,500,250,500,0,250,750,250,0
20,4722,1,0,500,750,500,0,0,0,250,0,750,500,750,250,250,750,250,0,0
24,4698,0,0,500,0,0,500,750,0,500,0,0,750,750,250,250,0,0,500,0
15,5444,0,0,0,0,750,0,250,500,500,0,0,0,500,250,250,500,0,250,0
17,6129,0,0,250,500,500,0,500,250,250,500,0,250,250,250,750,0,0,0,0
12,5122,0,1,250,0,250,250,0,750,250,0,0,750,250,0,500,250,750,750,0
12,5554,0,0,0,0,0,250,500,250,500,500,250,500,0,250,500,0,250,0,0
13,5433,1,0,500,250,0,250,500,0,500,250,500,500,750,0,0,750,750,250,0
19,5359,0,0,0,0,500,750,0,250,500,0,250,750,500,250,750,0,750,0,0
15,6235,0,1,250,500,250,0,250,0,0,0,250,500,500,500,500,500,500,250,0
17,5863,0,0,0,0,250,250,0,500,250,250,0,500,500,500,750,500,500,0,0
25,4965,0,0,0,0,250,0,250,500,250,0,250,500,750,500,500,500,500,0,0
13,5562,0,0,500,250,0,250,0,0,0,500,500,500,500,0,0,250,500,750,0
22,5465,1,0,500,250,250,0,0,0,500,250,750,250,0,250,250,750,500,250,0
9,2499,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
23,5864,0,1,500,500,0,500,250,750,250,500,250,0,0,0,250,250,0,250,0
22,5904,0,0,500,0,750,250,0,0,0,500,750,250,500,0,500,500,500,0,0
13,5064,0,0,0,500,250,500,250,250,0,250,500,750,750,500,500,0,750,0,0
20,6124,0,1,750,0,250,500,500,0,750,0,0,0,500,250,500,0,250,750,0
24,6492,0,1,500,750,750,750,0,750,500,500,0,250,0,500,250,500,250,250,0
17,5344,0,1,0,750,0,0,750,500,0,0,250,500,750,750,0,500,500,250,0
14,5926,0,0,500,500,750,250,250,0,250,500,250,250,250,0,500,500,0,500,0
18,5664,0,0,250,0,0,750,250,250,250,250,250,250,750,250,0,250,500,500,0
15,6252,0,1,0,500,750,250,0,0,250,0,750,250,750,0,250,250,0,500,0
14,6350,0,0,250,250,250,500,0,0,750,0,250,250,750,750,500,750,0,250,0
13,5964,0,1,250,250,250,250,0,500,750,750,250,0,750,500,0,500,0,500,0
16,6115,0,0,250,250,0,500,250,500,750,500,250,500,750,500,750,0,750,750,0
22,6050,1,0,250,500,250,500,0,250,250,0,750,500,0,0,250,0,0,750,0
15,5456,0,0,250,750,0,250,500,500,250,0,500,0,250,0,750,0,500,0,0
12,4975,0,0,500,0,500,500,0,750,0,0,750,500,500,500,0,500,750,750,0
12,5060,0,0,250,750,0,250,0,750,750,250,0,250,250,250,0,0,750,250,0
12,5847,0,0,0,250,250,0,500,0,500,250,0,750,500,0,250,750,250,250,0
19,5101,1,0,250,500,250,250,0,250,750,750,250,750,750,750,500,250,0,250,0
13,5170,0,1,750,250,250,0,750,250,500,0,500,0,500,250,500,250,750,0,0
14,5510,1,0,500,500,250,500,500,250,250,250,500,0,250,750,500,0,750,250,0
20,4945,0,0,0,0,750,250,500,250,0,500,500,0,500,750,250,0,750,0,0
23,5339,1,0,500,0,0,0,250,0,250,500,750,0,750,750,250,0,750,500,0
25,5060,0,0,500,0,0,0,250,750,500,250,250,250,750,750,0,0,0,0,0
15,6337,0,0,0,0,0,500,250,0,500,0,750,0,750,250,0,500,0,750,0
23,5545,0,0,250,0,0,250,250,250,250,0,250,250,0,0,750,750,750,250,0
22,5274,0,0,750,250,250,500,250,500,500,500,500,0,750,0,500,750,250,250,0
22,5481,1,0,500,500,0,0,250,500,0,0,0,0,500,0,500,0,250,750,0
21,5015,0,1,0,0,0,0,500,500,0,500,0,250,750,0,0,0,0,250,0
14,4878,1,0,250,500,250,500,500,500,0,0,500,500,0,500,500,0,750,750,0
10,1866,1,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
15,5127,0,0,750,0,0,0,500,750,0,500,0,250,250,500,750,0,750,750,0
17,5565,0,0,250,750,500,0,0,250,0,0,500,500,0,500,0,500,750,250,0
15,5968,0,0,0,750,500,500,750,250,250,250,250,250,750,250,0,500,0,750,0
18,4520,0,0,250,500,500,250,250,0,0,500,0,500,250,500,0,250,0,500,0
17,6416,0,0,500,500,0,500,0,250,250,0,750,750,0,500,750,250,0,500,0
16,4592,0,0,500,500,250,500,0,500,0,0,0,250,0,250,750,250,250,500,0
17,6121,0,0,0,500,0,250,750,250,500,500,750,750,250,500,250,750,250,250,0
14,6222,0,0,0,0,750,0,250,250,500,500,0,500,0,250,750,0,500,750,0
23,6431,0,0,0,500,0,0,250,500,500,0,750,250,250,0,750,750,0,500,0
17,4513,1,0,500,750,250,500,0,0,250,250,500,0,500,0,750,0,250,0,0
23,4784,0,0,250,250,250,0,500,250,250,0,500,500,500,750,250,750,250,750,0
14,6461,0,1,500,500,500,250,750,250,500,500,0,250,250,0,250,0,500,250,0
25,5576,0,0,250,0,250,500,250,0,0,250,250,500,500,500,500,500,750,500,0
21,5940,0,1,500,0,0,0,0,500,500,0,250,250,0,250,250,750,250,500,0
24,5455,0,0,0,500,500,500,250,250,250,500,0,500,0,250,750,250,250,250,0
19,5851,0,0,750,0,250,0,250,250,500,250,250,0,250,750,0,500,750,0,0
18,4518,0,0,250,250,0,500,500,0,250,250,750,0,0,750,750,750,0,750,0
24,5370,1,0,500,0,0,0,250,500,250,500,0,500,0,250,500,0,750,0,0
22,4518,0,1,500,500,500,500,250,0,0,250,0,250,250,500,500,250,0,750,0
8,8150,1,0,500,250,500,250,250,500,500,250,500,500,750,750,750,750,500,500,0
20,5042,1,0,0,500,0,500,500,500,750,250,750,750,750,500,500,500,750,250,0
12,6287,0,1,500,500,250,250,0,250,250,250,500,750,750,0,250,750,0,0,0
18,5735,0,1,500,250,250,500,0,0,500,500,750,0,500,250,750,250,0,750,0
20,5864,1,1,250,0,500,250,250,250,750,750,250,250,750,500,500,500,250,750,0
14,4692,0,0,0,250,500,250,500,500,0,250,500,500,0,250,500,0,250,250,0
25,6319,1,0,500,250,250,500,500,500,250,250,0,250,250,0,500,750,0,250,0
14,5992,0,0,0,0,750,0,0,0,0,0,250,500,0,750,250,750,750,250,0
14,6452,1,0,0,0,750,0,500,500,0,0,0,0,250,500,500,250,750,500,0
12,4655,0,0,0,250,500,0,0,500,250,0,250,250,750,750,250,0,0,0,0
10,3323,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
21,5690,1,0,500,250,500,0,0,0,500,0,750,0,750,250,250,0,500,500,0
14,5970,0,1,500,500,750,250,0,250,250,0,250,0,250,750,500,750,0,0,0
17,4923,0,0,500,500,250,250,250,500,0,0,500,250,500,750,0,250,0,500,0
17,6019,0,0,750,750,250,500,0,0,750,500,750,500,250,250,0,0,250,500,0
13,5109,1,0,0,250,0,250,750,500,500,0,0,250,500,250,0,750,750,250,0
20,5180,0,1,0,500,0,0,250,0,250,500,250,750,750,250,500,750,750,250,0
19,4577,0,0,500,500,750,750,250,0,500,750,500,750,250,750,500,500,500,250,0
15,5823,1,1,0,500,0,250,0,500,500,0,500,500,0,750,0,250,250,750,0
24,4624,1,0,250,750,250,0,0,500,0,0,750,250,0,750,750,750,750,0,0
15,5642,0,0,250,750,500,0,0,250,250,0,0,750,0,0,500,0,750,250,0
12,6317,0,1,500,0,250,250,750,500,250,500,750,500,250,250,250,250,750,250,0
12,5504,0,0,500,0,250,0,250,0,750,0,250,500,250,500,500,500,0,500,0
14,5869,0,0,250,750,0,0,500,750,250,0,0,750,500,0,250,750,500,500,0
15,6237,0,1,250,0,250,750,750,0,500,500,750,250,250,500,500,750,750,250,0
16,5999,0,0,250,250,0,0,500,0,0,0,250,250,250,0,500,0,250,500,0
20,4759,0,0,500,500,500,250,500,250,500,0,750,250,500,0,500,0,750,750,0
13,5321,1,0,500,750,0,0,750,250,500,250,250,0,250,500,0,0,250,250,0
16,5516,0,1,500,0,750,0,500,250,0,0,0,0,750,750,500,750,250,500,0
17,5402,0,1,250,0,0,0,250,0,0,250,500,750,250,0,750,250,500,750,0
17,6392,0,0,500,250,750,250,250,0,250,0,500,500,500,0,500,0,250,250,0
16,6034,0,1,0,0,250,0,0,0,250,250,750,0,250,0,750,250,250,0,0
22,5518,1,1,500,750,250,250,250,0,0,0,500,750,500,250,750,0,0,0,0
22,4930,0,0,0,0,500,500,500,0,750,0,500,500,0,250,750,750,500,750,0
25,5379,1,1,0,250,500,0,0,500,0,250,0,250,500,750,500,0,750,500,0
20,4827,0,0,500,0,500,0,500,500,500,250,0,500,250,500,500,0,0,500,0
17,4576,0,1,500,250,250,0,250,500,0,500,250,0,0,750,500,0,250,500,0
16,5664,1,0,500,0,250,0,500,250,500,250,750,250,250,0,250,750,250,250,0
20,5810,0,1,500,250,500,500,500,250,500,500,250,500,250,250,500,500,0,250,0
16,5032,0,0,250,0,0,500,250,0,250,500,750,0,0,0,250,250,750,250,0
4,2990,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
14,5361,0,0,0,500,750,0,0,0,500,250,250,500,250,250,500,750,750,750,0
21,6139,1,0,500,500,0,500,500,250,500,750,500,500,250,500,0,500,250,500,0
23,5289,0,0,250,500,750,0,500,0,250,500,750,500,750,0,500,250,500,750,0
18,5807,1,0,500,0,500,750,0,250,500,0,500,500,500,750,750,0,0,750,0
24,5724,1,0,750,500,250,500,750,750,250,0,500,500,0,250,750,500,750,250,0
23,5109,0,0,500,0,250,750,750,250,500,250,750,500,0,500,750,750,250,250,0
22,5933,0,0,500,250,500,0,0,0,500,0,750,0,250,750,250,0,750,0,0
20,4570,0,1,500,0,250,0,250,0,750,250,250,0,750,750,250,500,500,750,0
16,5483,1,0,500,500,250,250,0,0,0,500,750,500,500,500,500,750,750,0,0
14,6397,1,0,250,500,250,500,500,250,250,500,500,750,750,500,500,500,500,750,0
13,4949,0,0,0,750,250,500,750,250,750,500,250,500,250,750,250,750,750,250,0
24,4526,1,0,500,250,250,250,250,500,500,250,750,500,500,500,750,250,250,750,0
18,5502,0,0,500,0,250,0,0,250,250,750,250,500,500,250,250,0,0,750,0
18,5019,0,0,0,0,0,250,0,500,500,0,250,250,500,500,500,750,750,250,0
17,4833,0,0,750,500,0,250,500,0,750,250,750,250,250,500,250,250,750,0,0
14,5699,0,1,500,250,250,250,0,250,500,0,500,0,0,250,0,500,750,500,0
19,5172,0,1,500,500,750,0,250,500,250,0,500,0,500,750,0,750,250,500,0
20,6301,1,0,500,250,500,250,0,250,250,500,250,750,0,500,0,750,0,0,0
16,5338,1,0,500,500,0,750,0,0,250,250,250,500,250,500,750,0,500,0,0
15,6034,0,1,250,250,0,0,500,250,500,0,750,750,250,0,500,500,250,750,0
20,5987,1,0,250,250,500,750,0,500,0,250,750,500,250,500,750,500,0,750,0
23,4954,0,1,0,0,250,250,500,0,250,500,250,250,0,500,500,0,250,750,0
14,5651,0,0,500,250,0,0,500,500,0,500,250,0,500,250,250,0,750,250,0
20,4652,1,1,250,500,0,250,250,500,0,500,250,250,250,0,0,0,0,750,0
22,5530,0,0,500,500,250,0,500,0,250,250,500,250,500,250,750,0,250,750,0
16,5384,1,0,250,0,500,250,250,750,0,250,250,0,500,750,500,250,250,250,0
25,5656,0,1,0,0,500,500,750,750,250,250,250,250,500,250,500,0,250,0,0
24,5587,0,1,0,500,0,750,0,250,500,0,750,750,250,500,750,500,250,500,0
21,6294,0,1,250,250,0,0,0,500,0,500,500,0,250,750,250,500,0,500,0
6,2927,0,1,750,750,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0
19,6361,0,0,500,500,0,0,0,500,500,0,750,500,0,0,0,0,750,0,0
18,5518,0,0,500,0,0,0,500,250,500,750,500,500,250,250,0,500,0,0,0
22,5518,1,0,250,500,500,500,250,500,500,750,0,250,250,500,500,750,0,0,0
25,5631,1,1,500,0,500,750,0,250,500,250,750,250,500,500,750,250,0,250,0
19,4855,0,0,250,250,0,0,500,500,250,0,750,0,0,500,500,750,500,500,0
14,6402,1,1,500,500,750,250,250,500,500,500,750,250,500,0,500,0,0,250,0
17,6312,0,1,500,250,500,250,250,750,750,750,500,250,750,0,250,0,500,500,0
17,4799,1,1,750,750,250,0,250,0,250,0,500,500,500,500,750,500,750,500,0
20,5038,1,1,250,250,500,0,750,500,0,0,0,250,0,500,750,750,250,500,0
21,5173,1,1,500,0,250,500,500,500,0,750,0,750,750,750,250,250,250,250,0
23,5756,0,0,500,500,500,750,500,0,250,0,250,250,500,0,0,250,750,750,0
16,5963,0,0,500,750,0,250,250,250,250,750,750,500,500,500,0,0,750,750,0
13,5076,1,0,250,0,500,250,250,0,250,250,500,250,750,250,500,250,500,0,0
23,4778,0,0,0,750,0,250,750,0,250,250,500,500,0,500,0,0,250,250,0
17,6146,1,0,500,250,500,500,250,250,750,250,0,750,0,500,250,500,750,500,0
16,6208,0,0,250,250,0,250,250,250,250,0,750,0,750,0,250,750,750,500,0
